district,city,latitude,longitude,updated_time,price,land_area_sqm,building_area_sqm,jumlah lantai,kamar tidur,kamar mandi,carpots,garasi,sertifikat,daya listrik,interior,tahun dibangun
Bogor Barat,Kota Bogor,-6.563991,106.7633625,28/05/2024,800000000.0,152.0,36.0,,2.0,1.0,1.0,1.0,HGB,2200.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,28/05/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,28/05/2024,1500000000.0,123.0,180.0,2.0,4.0,2.0,2.0,2.0,SHM,2200.0,Semi Furnished,2010.0
Parung,Kabupaten Bogor,-6.427080399999999,106.7244846,28/05/2024,874936125.0,72.0,47.0,1.0,2.0,1.0,2.0,,,,,
Dramaga,Kabupaten Bogor,-6.577668999999999,106.7319218,28/05/2024,566500000.0,84.0,45.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,28/05/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,28/05/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,28/05/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,28/05/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,28/05/2024,488932800.0,72.0,39.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,28/05/2024,701760000.0,68.0,55.0,2.0,2.0,1.0,1.0,,HGB,2200.0,Unfurnished,
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,28/05/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,28/05/2024,499750000.0,60.0,30.0,1.0,2.0,1.0,1.0,,HGB,1300.0,,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,28/05/2024,312500000.0,79.0,28.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,28/05/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,28/05/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,1.0,,SHM,2200.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,28/05/2024,650000000.0,60.0,110.0,2.0,3.0,2.0,1.0,,SHM,1300.0,Unfurnished,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,28/05/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,1.0,,SHM,2200.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,28/05/2024,683000000.0,88.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Megamendung,Kabupaten Bogor,-6.6509623,106.9057427,28/05/2024,500000000.0,320.0,160.0,1.0,3.0,2.0,1.0,,SHM,,,
Megamendung,Kabupaten Bogor,-6.6509623,106.9057427,28/05/2024,400000000.0,220.0,50.0,,2.0,2.0,,,AJB,,,
Jonggol,Kabupaten Bogor,-6.4597469,107.0422961,28/05/2024,395000000.0,72.0,60.0,1.0,3.0,2.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,28/05/2024,683000000.0,88.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
 Tajur Halang,Kabupaten Bogor,-6.4713484,106.7802858,28/05/2024,100000000.0,60.0,36.0,1.0,2.0,1.0,1.0,1.0,AJB,1300.0,,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,28/05/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
 Bogor Utara,Kota Bogor,-6.587388199999999,106.8281623,28/05/2024,497000000.0,90.0,36.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
 Bogor Selatan,Kota Bogor,-6.6312981,106.8222625,28/05/2024,497000000.0,89.0,35.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Ciampea,Kabupaten Bogor,-6.5549421,106.6961626,28/05/2024,249000000.0,78.0,36.0,1.0,2.0,1.0,,1.0,SHM,1300.0,Unfurnished,
Ciomas,Kabupaten Bogor,-6.6019425,106.7656825,21/05/2024,522000000.0,110.0,38.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2022.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/05/2024,200000000.0,50.0,37.0,1.0,2.0,1.0,1.0,,SHM,900.0,Full Furnished,2023.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,21/05/2024,55000000.0,72.0,45.0,1.0,2.0,1.0,1.0,,SHM,2200.0,Semi Furnished,2020.0
 Gunung Putri,Kabupaten Bogor,-6.403049299999999,106.9299579,21/05/2024,600000000.0,84.0,40.0,1.0,2.0,1.0,1.0,,SHM,1300.0,,
Bogor Utara,Kota Bogor,-6.5689517,106.8090297,21/05/2024,1500000000.0,99.0,120.0,2.0,3.0,4.0,1.0,,SHM,2200.0,,
Bogor Selatan,Kota Bogor,-6.6323703,106.8075977,21/05/2024,1300000000.0,95.0,160.0,3.0,3.0,2.0,1.0,,SHM,2200.0,Full Furnished,
Bogor Barat,Kota Bogor,-6.563991,106.7633625,21/05/2024,895000000.0,72.0,68.0,2.0,3.0,2.0,2.0,,SHM,2200.0,Unfurnished,2024.0
 Bogor Utara,Kota Bogor,-6.587388199999999,106.8281623,21/05/2024,3500000000.0,307.0,158.0,2.0,3.0,2.0,1.0,1.0,SHM,5500.0,Unfurnished,
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,21/05/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,21/05/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,21/05/2024,550000000.0,70.0,36.0,1.0,2.0,1.0,1.0,1.0,SHM,1300.0,Unfurnished,2024.0
 Gunung Putri,Kabupaten Bogor,-6.403049299999999,106.9299579,21/05/2024,981000000.0,125.0,48.0,1.0,2.0,1.0,1.0,1.0,SHM,1300.0,Unfurnished,2023.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,21/05/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,21/05/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
 Gunung Putri,Kabupaten Bogor,-6.403049299999999,106.9299579,21/05/2024,661000000.0,84.0,40.0,1.0,2.0,1.0,1.0,1.0,SHM,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,21/05/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,21/05/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2024.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,21/05/2024,580000000.0,70.0,36.0,1.0,2.0,1.0,1.0,1.0,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/05/2024,300000000.0,67.0,40.0,1.0,2.0,1.0,1.0,2.0,SHM,1300.0,Full Furnished,2024.0
 Sukaraja,Kabupaten Bogor,-6.5932534,106.8443875,21/05/2024,497000000.0,90.0,35.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,21/05/2024,1800000000.0,128.0,154.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Unfurnished,2010.0
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,21/05/2024,1800000000.0,128.0,154.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Unfurnished,2010.0
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,21/05/2024,1800000000.0,128.0,154.0,2.0,,,1.0,1.0,SHM,2200.0,Unfurnished,
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,21/05/2024,1700000000.0,128.0,154.0,,3.0,2.0,2.0,,SHM,3499.0,,
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,21/05/2024,1700000000.0,128.0,154.0,,3.0,2.0,2.0,,SHM,3500.0,,
Babakan Madang,Kabupaten Bogor,-6.5636316,106.8639566,21/05/2024,900000000.0,90.0,60.0,,2.0,1.0,1.0,1.0,SHM,1300.0,Unfurnished,2000.0
 Jonggol,Kabupaten Bogor,-6.5134022,107.0007987,21/05/2024,497000000.0,90.0,36.0,1.0,2.0,1.0,1.0,,HGB,1298.0,Unfurnished,2024.0
Parung,Kabupaten Bogor,-6.427080399999999,106.7244846,21/05/2024,1367604000.0,105.0,88.0,2.0,3.0,2.0,2.0,,,,,
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,21/05/2024,175000000.0,42.0,40.0,1.0,2.0,1.0,,,AJB,900.0,Semi Furnished,2024.0
 Bogor Timur,Kota Bogor,-6.6096958,106.8148879,21/05/2024,497000000.0,90.0,35.0,1.0,2.0,1.0,1.0,,HGB,1299.0,Unfurnished,2024.0
 Jonggol,Kabupaten Bogor,-6.5134022,107.0007987,21/05/2024,497000000.0,90.0,36.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
 Cibinong,Kabupaten Bogor,-6.4544294,106.8502879,21/05/2024,497000000.0,90.0,36.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung,Kabupaten Bogor,-6.427080399999999,106.7244846,21/05/2024,995000000.0,60.0,55.0,2.0,3.0,2.0,1.0,,SHM,2200.0,,2024.0
Bogor Timur,Kota Bogor,-6.617944400000001,106.820343,21/05/2024,900000000.0,160.0,80.0,2.0,3.0,2.0,,,SHM,,,2020.0
Ciawi,Kabupaten Bogor,-6.663033899999999,106.8562067,21/05/2024,9000000000.0,650.0,400.0,2.0,6.0,6.0,,,SHM,10500.0,,
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,14/05/2024,675000000.0,72.0,60.0,2.0,2.0,2.0,1.0,,SHM,1300.0,Unfurnished,2015.0
Bogor Timur,Kota Bogor,-6.617944400000001,106.820343,21/05/2024,900000000.0,160.0,80.0,2.0,3.0,2.0,,,SHM,,,2020.0
