District,City,Latitude,Longitude,Price,Land_Size_M2,Building_Size_M2,Floors,Bedrooms,Bathrooms,Carport/Garage
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,35.0,60.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,35.0,66.0,1.0,2.0,1.0,1.0
Tangerang,Tangerang,-6.1701796,106.6403236,400000000.0,66.0,40.0,1.0,2.0,1.0,2.0
Tangerang,Tangerang,-6.1701796,106.6403236,361000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Ciledug,Tangerang,-6.241727099999999,106.7023326,950000000.0,90.0,75.0,1.0,3.0,1.0,1.0
Tangerang,Tangerang,-6.1701796,106.6403236,361000000.0,60.0,35.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,360050000.0,60.0,35.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,360050000.0,60.0,35.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,360050000.0,60.0,35.0,1.0,2.0,1.0,2.0
Cikupa,Tangerang,-6.2181325,106.4970097,500000000.0,72.0,65.0,1.0,2.0,1.0,0.0
Cisauk,Tangerang,-6.3408595,106.6369178,418000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,401000000.0,66.0,40.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,360000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,418000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,360000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,418000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,401000000.0,66.0,40.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,360000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,418000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,401000000.0,66.0,40.0,1.0,2.0,1.0,1.0
Cipondoh,Tangerang,-6.1866281,106.6825964,1700000000.0,77.0,90.0,2.0,3.0,2.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,360000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Cikupa,Tangerang,-6.2181325,106.4970097,1600000000.0,72.0,84.0,2.0,3.0,3.0,1.0
Larangan,Tangerang,-6.232183699999999,106.7302964,1850000000.0,91.0,120.0,2.0,3.0,3.0,1.0
Cikupa,Tangerang,-6.2181325,106.4970097,1000000000.0,65.0,68.0,2.0,3.0,3.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,45.0,70.0,1.0,2.0,1.0,1.0
Cipondoh,Tangerang,-6.1866281,106.6825964,947000000.0,450.0,284.0,1.0,4.0,2.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,399000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Tangerang,Tangerang,-6.1701796,106.6403236,750000000.0,60.0,64.0,2.0,4.0,2.0,1.0
Tangerang,Tangerang,-6.1701796,106.6403236,377000000.0,70.0,36.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,35.0,60.0,1.0,2.0,1.0,1.0
Pagedangan,Tangerang,-6.291077599999999,106.6529525,18775000000.0,300.0,463.0,3.0,4.0,4.0,2.0
Tangerang,Tangerang,-6.1701796,106.6403236,390000000.0,72.0,36.0,1.0,2.0,1.0,1.0
Pagedangan,Tangerang,-6.291077599999999,106.6529525,18765000000.0,300.0,463.0,3.0,4.0,4.0,2.0
Pagedangan,Tangerang,-6.291077599999999,106.6529525,24375000000.0,383.0,544.0,3.0,4.0,4.0,2.0
Pagedangan,Tangerang,-6.291077599999999,106.6529525,30556000000.0,390.0,621.0,3.0,4.0,4.0,2.0
Pagedangan,Tangerang,-6.291077599999999,106.6529525,18775000000.0,300.0,463.0,3.0,4.0,4.0,2.0
Cikupa,Tangerang,-6.2181325,106.4970097,865000000.0,96.0,49.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,45.0,70.0,1.0,2.0,1.0,1.0
Tangerang,Tangerang,-6.1701796,106.6403236,950000002.0,72.0,67.0,2.0,3.0,2.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,45.0,70.0,1.0,2.0,1.0,1.0
Tangerang,Tangerang,-6.1701796,106.6403236,399000000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,399000000.0,60.0,35.0,1.0,2.0,1.0,1.0
